Application_ID,Current City,Python (out of 3),R Programming (out of 3),Data Science (out of 3),Other skills,Institute,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10,True_Y,pred_Y
DS0231,Hyderabad,3,3,3,"Hadoop, MATLAB, Machine Learning, Neural Networks, Python, R Programming, SQL, Statistical Modeling, Computer Vision, Django, Natural Language Processing (NLP)",Govind Ballabh Pant University Of Agriculture and Technology,Master of Technology (M.Tech),Computer  Science,2021,,63.00/100,,,1,0
DS0232,Bangalore,1,0,1,"Deep Learning, MATLAB, Machine Learning, Python",Reva University,B.Tech (Hons.),Mechanical Engineering,2019,,7.85/10,,,0,0
DS0233,Hyderabad,2,2,2,"MS-Office, BIG DATA ANALYTICS, C Programming, CSS, Data Analytics, Deep Learning, HTML, JavaScript, Machine Learning, PHP, Python, R Programming, Arduino, Embedded Systems, Hadoop, Java, SQL",Bapatla Engineering College,Bachelor of Technology (B.Tech),Electronics and Communication,2019,,68.80/100,,78.00/78.00,1,1
DS0234,Bangalore,1,0,0,"MS-Excel, Financial Modeling, Python, SAP",CMS Business School,MBA,Finance,2019,,6.00/10,8.75/8.75,,0,0
DS0235,Bangalore,1,2,0,"MS-Excel, R Programming, Data Structures, Python, SQL",SJBIT,Bachelor of Engineering (B.E),,2017,,70.00/100,,,0,0
DS0236,Bangalore,3,0,3,"C++ Programming, Linear Programming, Machine Learning, Python, Deep Learning, GNU Octave, Neural Networks, OpenCV",Karunya Univerisity,Bachelor of Technology (B.Tech),Aerospace Engineering,2017,,8.00/10,76.40/76.40,9.20/9.20,1,1
DS0237,Bangalore,1,0,1,"Machine Learning, Python",silicon institute of technology,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2009,,7.88/10,73.00/73.00,79.00/79.00,0,0
DS0238,Bangalore,2,0,2,"Artifical Intelligence, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python",S B College Of Science,Bachelor of Science (B.Sc),Computer  Science,2019,,61.10/100,63.33/63.33,75.20/75.20,0,0
DS0239,Bangalore,2,0,0,"C Programming, Python",New Horizon College of Engineering,Bachelor of Engineering (B.E),Electrical and Electronics Engineering,2020,,8.23/10,76.33/76.33,62.72/62.72,0,0
DS0240,Bhopal,2,0,2,"C Programming, Machine Learning, Python, Deep Learning, SQL",Oriental Institute of Science and Technology,Bachelor of Engineering (B.E),Information Technology,2018,,7.90/10,70.00/70.00,7.20/7.20,1,1
DS0241,Hyderabad,2,0,2,"Deep Learning, Machine Learning, Python, Artifical Intelligence, Natural Language Processing (NLP)",Insofe,,Data Analytics,2019,58.00/100,60.00/100,,,0,0
DS0242,Delhi,2,0,2,"HTML, Bootstrap, C Programming, CSS, Java, JavaScript, Machine Learning, PHP, Python","Uttarakhand Residential University, Almora",Bachelor of Science (B.Sc) (Hons.),Cyber Security,2021,,80.00/100,90.00/90.00,,0,0
DS0243,Delhi,2,0,2,"Java, Machine Learning, MongoDB, Natural Language Processing (NLP), Python, ReactJS, Computer Vision, Hadoop, Image Processing, Node.js",University Of Glasgow,Master of Science (M.Sc) (Hons.),Data Science,2019,,6.90/10,,,0,0
DS0244,Patna,3,0,0,"C++ Programming, Data Science, MS-Excel, Python, MATLAB, MySQL",IIT Patna,B.Tech (Hons.),Civil Engineering,2021,,6.52/10,,,0,0
DS0245,Bhubaneswar,2,0,2,"C++ Programming, Mathematics, C Programming, MS-Excel, Machine Learning, Python, SQL, Deep Learning, Natural Language Processing (NLP)",IIIT Bhubaneswar,Bachelor of Technology (B.Tech),Information Technology,2021,,7.68/10,86.00/86.00,77.00/77.00,1,1
DS0246,Chennai,2,2,0,"MongoDB, MySQL, Python, R Programming, Shell Scripting, Apache, C Programming, Hadoop, Node.js, ReactJS, Redux",National Institute Of Electronics & Information Technology,PG Diploma in Data Science,Data Science,2020,8.22/10,76.00/100,,,0,0
DS0247,Coimbatore,2,0,2,"Data Analytics, Data Science, MS-Excel, Machine Learning, Python",PSG College of Technology,Integrated M.Sc.,Data Science,2022,,6.91/10,95.30/95.30,,0,0
DS0248,Bangalore,2,0,2,"English Proficiency (Spoken), Artifical Intelligence, Data Analytics, Deep Learning, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, PostgreSQL, Python, Statistical Modeling",Bhoomaraddi College Of Engineering And Technology (BVBCET),Bachelor of Engineering (B.E),Mechanical Engineering,2014,,7.42/10,76.00/76.00,87.00/87.00,1,1
DS0249,Pune,2,2,2,"CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, MS-Office, Machine Learning, Python, R Programming, Java, Natural Language Processing (NLP), SQL",School Of Computer Science Davv Indore,MBA,Computer Mangement,2019,,6.50/7,52.00/52.00,62.00/62.00,0,0
DS0250,Bangalore,1,0,0,"AngularJS, CSS, HTML, Java, JavaScript, MySQL, Node.js, ReactJS, Python",Jaipur Engineering College & Research Centre,Bachelor of Technology (B.Tech),Electronics and Communication,2017,,70.27/100,70.27/70.27,79.80/79.80,0,0
DS0251,Agartala,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), Event Management, C Programming, Data Analytics, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Physics, Python, SQL, Statistical Modeling",National Institute Of Technology Agartala,Integrated B.Tech & M.Tech,Engineering Physics,2019,,6.73/10,86.80/86.80,10.00/10.00,1,1
DS0252,Nellore,0,0,0,Data Analytics,Jagan's Degree And PG College,Bachelor of Science (B.Sc),Statistics,2019,,88.00/100,76.00/76.00,9.00/9.00,0,0
DS0253,Kolkata,1,0,0,"MS-Excel, MS-PowerPoint, MS-Word, AutoCAD, Data Analytics, MATLAB, Python, SQL","Dr. B. C. Roy Engineering College, Durgapur",Bachelor of Technology (B.Tech),Electrical Engineering,2019,,7.28/10,64.60/64.60,77.50/77.50,0,0
DS0254,Kozhikode,2,2,2,"AutoCAD, Machine Learning, Python, R Programming, SQL, Natural Language Processing (NLP)",MAHENDRA ENGINEERING COLLEGE,Bachelor of Engineering (B.E),Mechatronics,2019,,8.00/10,7.90/7.90,,1,1
DS0255,Guna,2,0,2,"Computer Vision, MATLAB, Machine Learning, Python, C Programming, Data Science, Data Structures, Java",jaypee university of engineering and technology,Bachelor of Technology (B.Tech),Electronics and Communication,2021,,6.40/10,86.00/86.00,78.00/78.00,1,1
DS0256,Bangalore,1,0,1,"HTML, Java, MySQL, SQL, Data Analytics, Database Management System (DBMS), JSP, MS-Excel, Machine Learning, Python, Servlets",Pune University,Bachelor of Engineering (B.E),cs,2017,,66.06/100,72.60/72.60,73.60/73.60,1,1
DS0257,Bangalore,2,0,0,"C Programming, Python",Guru Nanak Dev Engineering College Bidar,Bachelor of Engineering (B.E),Electronics and Communication,2017,,65.00/100,71.14/71.14,87.36/87.36,0,0
DS0258,Mumbai,2,0,2,"English Proficiency (Written), Google AdWords, C Programming, C++ Programming, Google Analytics, MS-Office, Machine Learning, Mathematics, Python",Narsee Monjee Institute of Management studies,Integrated B.Tech & MBA,Information Technology,2022,,,,,0,0
DS0259,Chandigarh,2,2,0,"MS-Excel, C++ Programming, Python, R Programming, SPSS, MATLAB",LM Thapar School Of Management,MBA,Business Analytics And Big Data,2021,,6.46/10,67.50/67.50,68.50/68.50,0,0
DS0260,Bangalore,2,0,1,"Linear Programming, Mathematics, Algorithms, MS-Office, Python, SQL, Data Analytics, Deep Learning, Machine Learning, MySQL",Doon University,Bachelor of Mathematics (B.Math) (Hons.),Mathematics,2018,,6.12/7,80.20/80.20,79.20/79.20,0,0
DS0261,Bangalore,2,0,2,"Data Analytics, MS-Excel, Machine Learning, Python, Deep Learning, OpenCV",Aliah University,Bachelor of Technology (B.Tech),Electrical Engineering,2013,,8.21/10,,,1,1
DS0262,Jaipur,2,0,2,"Data Analytics, Deep Learning, Machine Learning, Python, SQL","Rajasthan Institute of Engineering & Technology, Jaipur",Master of Computer Applications (MCA),Computer  Science,2019,,6.50/10,,,0,0
DS0263,Bangalore,2,0,2,"Data Analytics, Deep Learning, English Proficiency (Spoken), MS-Excel, Machine Learning, Python",Visva-Bharati,Master of Science (M.Sc) (Hons.),Statistics,2019,6.00/10,73.00/100,70.00/70.00,84.00/84.00,0,0
DS0264,Pune,3,2,0,"C Programming, Python, C++ Programming, Java, R Programming, Search Engine Optimization (SEO)",Jigsaw Academy,PG Diploma in Data Science,,2020,,6.70/10,,62.55/62.55,0,0
DS0265,Bangalore,0,1,1,"English Proficiency (Spoken), Data Science, Machine Learning, MySQL, R Programming","Dayananda Sagar College of Engineering, Bangalore",Bachelor of Engineering (B.E),Electronics and Communication,2019,,6.73/10,,,0,0
DS0266,Bangalore,2,0,2,"Machine Learning, Python, Software Testing",Sri Sai Institute Of Technology And Science,Bachelor of Technology (B.Tech),Information Systems,2015,,64.79/100,,72.50/72.50,1,1
DS0267,Banglore,0,0,0,"Bootstrap, CSS, HTML, JavaScript, MySQL",Academy Of Business And Administration,Master of Computer Applications (MCA),IT,2019,,,,,0,0
DS0268,Noida,2,0,2,"Analog And Digital Circuits, Arduino, C Programming, Data Analytics, Data Science, Embedded Systems, MS-Excel, Machine Learning, Python",Jaypee Institite Of Information Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2021,,8.00/10,7.80/7.80,9.40/9.40,1,1
DS0269,Pune,1,0,0,"C Programming, Computer Networks, Embedded Systems, Internet of Things (IoT), Mathematics, Algorithms, C++ Programming, Data Structures, Database Management System (DBMS), PHP, Python, SQL","SRM Institute Of Science & Technology,Chennai",Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,,8.60/10,64.45/64.45,85.00/85.00,0,0
DS0270,Bangalore,3,0,2,"Python, Machine Learning, Node.js, PHP",Christ University Bangalore,Master of Computer Applications (MCA),Computer  Science,2021,,60.00/100,67.00/67.00,64.00/64.00,0,0
DS0271,Delhi,2,0,2,"Mathematics, SQL, BIG DATA ANALYTICS, Data Analytics, Data Science, Database Management System (DBMS), Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Natural Language Processing (NLP), Neural Networks, PostgreSQL, Python, Statistical Modeling, Amazon Web Services (AWS), Hadoop",College of Technolgy Pantnagar,Bachelor of Technology (B.Tech),Electronics and Communication,2020,,6.24/10,80.44/80.44,76.87/76.87,1,1
DS0272,Bangalore,3,0,0,"C Programming, C++ Programming, Python, Algorithms, Data Structures, Java",Sir M. Visvesvaraya Institute of Technology,Bachelor of Technology (B.Tech),Computer  Science,2022,,,67.00/67.00,8.40/8.40,0,0
DS0273,Delhi,2,3,2,"R Programming, Computer Vision, Data Analytics, Deep Learning, Docker, Git SVN, Hadoop, Java, Machine Learning, Python",University of Petroleum & Energy Studies Dehradun,Bachelor of Technology (B.Tech),computer science,2020,,6.30/10,78.00/78.00,,1,1
DS0274,Hyderabad,2,2,2,"C Programming, C++ Programming, Data Analytics, HTML, Hadoop, Java, Machine Learning, Python, R Programming, CCNA, CSS, Natural Language Processing (NLP)",Arjun College of Technology & Science,Master of Technology (M.Tech),computer science,2015,8.00/10,62.00/100,60.00/60.00,64.00/64.00,0,0
DS0275,Bangalore,3,0,0,"MS-Excel, PostgreSQL, Python, BIG DATA ANALYTICS, GitHub, Natural Language Processing (NLP), OpenCV, Deep Learning, MongoDB",Imarticus Learning,PG Diploma in Data Science,Data Analytics,2019,70.00/100,53.00/100,68.00/68.00,70.00/70.00,0,0
DS0276,Delhi,2,1,2,"Machine Learning, Python, Data Analytics, MySQL, R Programming, Statistical Modeling",Kurukshetra University,Bachelor of Technology (B.Tech),Aeronautical Engineering,2018,,,66.60/66.60,7.80/7.80,1,1
DS0277,Bangalore,3,0,3,"Data Analytics, Data Science, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, Machine Learning, Natural Language Processing (NLP), Python","Silicon Institute Of Technology, Sambalpur, Odisha",Bachelor of Technology (B.Tech),Computer  Science,2019,,7.40/10,55.00/55.00,80.00/80.00,1,1
DS0278,Bangalore,3,3,3,"Adobe Photoshop, CSS, Computer Vision, Data Analytics, Deep Learning, HTML, JavaScript, MATLAB, Machine Learning, Natural Language Processing (NLP), Python, R Programming, MS-Excel, PHP, jQuery","College of Engineering And Technology, Bhubaneswar",Bachelor of Technology (B.Tech),Instrumentation & Electronics,2019,,6.74/10,,10.00/10.00,1,1
DS0279,Banglore,1,0,1,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, Report Writing, Data Analytics, Data Science, Machine Learning, MySQL, Python, Salesforce, Tableau",Great Lakes Institute of Management,,Data Analytics,2020,8.52/10,8.00/10,8.80/8.80,8.70/8.70,0,0
DS0280,Bangalore,2,2,2,"HTML, Machine Learning, Oracle, Python, R Programming, SQL, Statistical Modeling, Django, JavaScript",Annamalai University,Bachelor of Engineering (B.E),Electronic & Instrumentation From Faculty Of Engineering & Tech,2013,,7.80/10,63.20/63.20,78.00/78.00,1,1
DS0281,Bangalore,3,0,0,"C++ Programming, Python, CSS, HTML, Java, JavaScript, SQL",Jain University,Master of Technology (M.Tech),Computer Science & Engineering,2020,7.50/10,,58.00/58.00,65.00/65.00,0,0
DS0282,Bangalore,2,0,1,"MS-Excel, Power BI, Python, SQL, Machine Learning","Sapthagiri College Of Engineering,Bengaluru.",Bachelor of Engineering (B.E),Information Technology,2018,,51.80/100,,,1,1
DS0283,Delhi,2,0,0,"Django, Python, CSS, JavaScript, MongoDB","Amity University, Lucknow",Bachelor of Computer Applications (BCA),Information Technology,2018,,6.59/10,6.60/6.60,,0,0
DS0284,Bangalore,3,3,2,"Python, R Programming, MS-Excel, Machine Learning",The Oxford College Of Science,Bachelor of Science (B.Sc),Computer  Science,2018,,,,,0,0
DS0285,Bangalore,2,0,1,"MS-PowerPoint, C Programming, C++ Programming, MS-Excel, MS-Word, Python, Data Analytics, Machine Learning, MySQL",Great Lakes Institute of Management,PG Diploma in Data Science,Data Analytics,2020,,58.94/100,87.00/87.00,7.00/7.00,0,0
DS0286,Bangalore,1,0,0,"MS-Excel, SQL, Python",Bengal College of Engineering and Technology,B.Tech (Hons.),Electronics and Communication,2019,,7.67/10,,,0,0
DS0287,Thrissur,1,2,0,"MS-Excel, R Programming, SAS, Python",Calicut University,Master of Science (M.Sc) (Hons.),Statistics,2019,62.00/100,70.00/100,,,0,0
DS0288,Bangalore,2,0,1,"AutoCAD, Data Analytics, MS-Office, Python, SQL, SolidWorks, Machine Learning, Statistical Modeling",Gujarat Technological University,Bachelor of Engineering (B.E),Mechanical Engineering,2019,,8.38/10,,,1,1
DS0289,Bangalore,2,0,0,"C++ Programming, Java, MS-Office, Python",Anna University,Master of Technology (M.Tech),Computer  Science,2015,,7.00/7,,,0,0
DS0290,Varanasi,2,0,1,"Event Management, Data Analytics, MS-Excel, MS-Office, Python, Machine Learning",Indian Institute Of Technology (BHU) Varanasi,Bachelor of Technology (B.Tech),Pharmaceutical Engineering And Technology,2022,,6.70/10,91.40/91.40,10.00/10.00,1,1
DS0291,Bangalore,2,0,2,"C Programming, Data Analytics, Machine Learning, Python, Deep Learning, Java, Natural Language Processing (NLP), SQL",JNTUH COLLEGE OF ENGINEERING JAGTIAL,Bachelor of Technology (B.Tech),Information Technology,2018,,64.36/100,96.70/96.70,93.30/93.30,1,1
DS0292,Bangalore,0,0,0,"HTML, Java, Software Testing",Kvg College Of Engineering,Bachelor of Engineering (B.E),Electronics and Communication,2016,,57.00/100,47.00/47.00,59.84/59.84,0,0
DS0293,Bangalore,2,0,1,"C++ Programming, MS-Excel, Python, SQL, Data Analytics, Deep Learning, Flask, Machine Learning, MongoDB, Natural Language Processing (NLP), OpenCV, ReactJS",Visvesvaraya Technological University,Bachelor of Engineering (B.E),Computer Science & Engineering,2018,,75.48/100,76.80/76.80,79.13/79.13,1,1
DS0294,Hyderabad,3,3,3,"Artifical Intelligence, MS-Excel, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, R Programming",Insofe,Post Graduate Programme (PGP),Data Science,2019,,76.00/100,83.30/83.30,,0,0
DS0295,Hyderabad,3,0,0,"C Programming, Python, Data Structures, Embedded Systems, Internet of Things (IoT), MS-PowerPoint, Data Analytics",CVR College of Engineering,Bachelor of Technology (B.Tech),Electronics and Communication,2020,,8.00/10,96.20/96.20,9.00/9.00,0,0
DS0296,Bangalore,0,0,0,"HTML, JavaScript, PHP",Uvce,Master of Technology (M.Tech),Web Technology,2020,,58.40/100,,,0,0
DS0297,Bangalore,2,0,0,"C Programming, C++ Programming, HTML, Hadoop, Java, MySQL, PHP, Python",Makhanlal Chaturvedi National University Of Journalism And Communication Bhopal,Master of Computer Applications (MCA),Computer Application,2020,72.34/100,62.64/100,45.00/45.00,67.00/67.00,0,0
DS0298,Hyderabad,3,0,3,"Data Analytics, Machine Learning, Python, Artifical Intelligence, Deep Learning, Natural Language Processing (NLP), Computer Vision, Image Processing",Intell Engineering College,Integrated B.Tech,Electronics and Communication,2013,,75.00/100,,,0,0
DS0299,Bangalore,2,0,0,"MS-Excel, Power BI, Python, Data Analytics",bsaitm,Bachelor of Technology (B.Tech),Computer  Science,2016,,6.00/7,8.60/8.60,7.60/7.60,0,0
DS0300,Bangalore,2,0,1,"MS-Excel, Python, Catia, Deep Learning, English Proficiency (Written), Machine Learning, SQL",T John Institution Of Technology,Bachelor of Engineering (B.E),Mechanical Engineering,2018,,61.33/100,58.33/58.33,75.68/75.68,1,1
DS0301,Chennai,2,1,1,"C Programming, C#, Image Processing, Java, OpenCV, Python, Artifical Intelligence, Deep Learning, Machine Learning, Natural Language Processing (NLP), R Programming, SQL",SRM Institute Of Science & Technology,MBA,Finance And Data Analytics,2018,,,,,0,0
DS0302,Bangalore,1,1,0,"MS-PowerPoint, Accounting, MS-Excel, CorelDRAW, MySQL, Python, R Programming",PTU,Master of Business Administration_(MBA),Finance and Marketing,2017,7.82/10,67.00/100,,,0,0
DS0303,Bangalore,2,0,1,"C Programming, C++ Programming, Mathematics, Algorithms, Data Science, Data Structures, Java, Python, SQL, Deep Learning, Machine Learning, Natural Language Processing (NLP), Statistical Modeling","National Institute Of Technology, Tiruchirappalli",Master of Computer Applications (MCA),Computer Applications,2017,6.72/10,64.52/100,72.40/72.40,72.40/72.40,0,0
DS0304,Bangalore,2,2,2,"MS-Excel, MS-Office, Machine Learning, Python, R Programming, SQL, Data Analytics, SPSS",Insofe,PG Diploma in Data Science,"Machine Learning, Deep Learning,  BigData",2020,7.00/10,70.00/100,8.30/8.30,7.50/7.50,0,0
DS0305,Jalandhar,2,0,2,"C Programming, C++ Programming, Computer Vision, Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, Statistical Modeling","Dr. B.R. Ambedkar National Institute Of Technology, Jalandhar",Bachelor of Technology (B.Tech),Instrumentation and Control Engineering,2021,,8.27/10,80.00/80.00,9.40/9.40,1,1
DS0306,Bangalore,3,0,2,"Python, Algorithms, Data Structures, Django, Machine Learning, Statistical Modeling",Dhanalakshmi Srinivasan College Of Engineering And Technology2010,Bachelor of Engineering (B.E),Electrical and Electronics Engineering,2014,,6.50/10,,,1,1
DS0307,Bangalore,2,2,1,"MS-Excel, Python, R Programming, C++ Programming, Machine Learning",Christ University Bangalore,Bachelor of Science (B.Sc),"Economics,mathematics,statistics",2021,,3.70/4,,,0,0
DS0308,Bangalore,2,2,2,"C++ Programming, MS-Excel, MySQL, HTML, JSON, Machine Learning, Python, R Programming",Lovely Professional University,B.Tech (Hons.),Computer  Science,2020,,6.84/10,86.90/86.90,86.40/86.40,1,1
DS0309,Bangalore,2,2,2,"Machine Learning, Deep Learning, Natural Language Processing (NLP), Python, R Programming",New Horizons College,Bachelor of Engineering (B.E),Information Science,2019,,,,,1,1
DS0310,Wardha,2,2,0,"Arduino, C Programming, HTML, Internet of Things (IoT), Java, PHP, Adobe XD, Android, CSS, Firebase, Machine Learning, MySQL, Python, R Programming, WordPress, Adobe Illustrator, Adobe Photoshop, Amazon Web Services (AWS), JavaScript, UI & UX Design, Windows Mobile Application Development, jQuery",Bajaj Institute Of Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,,9.05/10,82.00/82.00,88.60/88.60,1,1
DS0311,Delhi,2,0,0,"Arduino, GNU Octave, Internet of Things (IoT), Linux, MATLAB, Computer Vision, GitHub, Image Processing, Machine Learning, OpenCV, Python, Raspberry Pi, Robotics",Bharati Vidyapeeth Deemed University,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2022,,8.40/10,8.00/8.00,10.00/10.00,0,0
DS0312,Bangalore,3,0,0,"Python, Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP)",Kongu Engineering College,Bachelor of Engineering (B.E),,2017,,7.51/10,94.33/94.33,,0,0
DS0313,Pune,2,2,1,"Artifical Intelligence, Data Analytics, MS-Excel, MS-Office, Machine Learning, Python, R Programming, Deep Learning",Symbiosis Institute of Computer Studies and Research,Master of Science (M.Sc),Data Science,2020,,55.00/100,67.47/67.47,67.60/67.60,0,0
DS0314,Bangalore,2,3,0,"MS-Excel, R Programming, C++ Programming, CSS, Flask, HTML, Hadoop, Linear Programming, Machine Learning, Mathematics, MySQL, Python, Django, Image Processing","St Joseph's College (autonomous), Bangalore",Master of Science (M.Sc),Big Data Analytics,2020,74.00/100,72.00/100,86.00/86.00,95.00/95.00,0,0
DS0315,Hyderabad,2,0,0,"Machine Learning, AutoCAD, Autodesk Inventor, Data Analytics, Database Management System (DBMS), MySQL, Python, Statistical Modeling, MATLAB, Natural Language Processing (NLP)",Great Lakes Institute of Management,PG Diploma in Data Science,,2020,79.00/100,6.59/10,,,0,0
DS0316,Bangalore,2,0,0,"Computer Networking, Data Analytics, Data Science, Linux, MS-Excel, Machine Learning, Python, SQL","M.S. Ramaiah Institute of Technology , Bangalore",Bachelor of Engineering (B.E),Electronics and Communication,2017,,9.04/10,83.16/83.16,97.28/97.28,1,1
DS0317,Bangalore,2,0,0,"C Programming, Computer Vision, Database Management System (DBMS), Digital Marketing, Mathematics, Data Analytics, Data Structures, Java, Python, XML, AngularJS, Machine Learning, OpenCV",Sir C R Reddy PG College,Master of Computer Applications (MCA),Computer  Science,2009,72.80/100,76.00/100,83.80/83.80,72.50/72.50,0,0
DS0318,Ahmedabad,3,0,0,"Algorithms, Python, Data Analytics, Machine Learning",GEC Gandhinagar,Bachelor of Engineering (B.E),IT,2017,,7.65/10,8.23/8.23,8.73/8.73,0,0
DS0319,Bangalore,1,0,0,"Data Structures, Python","Dayananda Sagar College of Engineering, Bangalore",Bachelor of Engineering (B.E),Computer  Science,2022,,,,,0,0
DS0320,Bangalore,3,3,3,"Deep Learning, Machine Learning, Python, R Programming",P.V.K.K Institute Of Technology,Bachelor of Technology (B.Tech),Civil Engineering,2018,,63.33/100,,,1,1
DS0321,Banglore,1,0,0,"MS-Office, Photography, SAP, SolidWorks, Python, SQL",Ramaiah Institute Of Technology,Bachelor of Engineering (B.E),Industrial and Management Engineering,2020,,9.30/10,96.50/96.50,98.00/98.00,0,0
DS0322,Nellore,0,0,0,Data Analytics,Jagan's Degree And PG College,Bachelor of Science (B.Sc),Statistics,2019,,88.00/100,76.00/76.00,9.00/9.00,0,0
DS0323,Delhi,2,0,0,"Data Analytics, Machine Learning, Python",Analytixlabs,,Data Science With Python,2019,,100.00/100,61.00/61.00,,0,0
DS0324,Pune,2,2,0,"CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, MS-Office, Machine Learning, Python, R Programming, Java, Natural Language Processing (NLP), SQL",School Of Computer Science Davv Indore,MBA,Computer Mangement,2019,,6.50/7,52.00/52.00,62.00/62.00,0,0
DS0325,Bangalore,2,0,0,"MATLAB, MS-Excel, MS-Office, Arduino, AutoCAD, C Programming, Python, Machine Learning",College of Engineering Trivandrum,Master of Technology (M.Tech),Control Systems,2019,9.17/10,8.57/10,93.00/93.00,89.00/89.00,0,0
DS0326,Bangalore,1,0,0,"HTML, CSS, Java, Python",MAHARANA PRATAP POLYTECHNIC,,Computer Science & Engineering,2019,,73.64/100,62.20/62.20,77.70/77.70,0,0
DS0327,Bangalore,0,0,0,"Machine Learning, C Programming, Data Science, Java",Alpha College of Engineering,Bachelor of Engineering (B.E),Computer Science  Engineering,2019,,6.55/10,68.50/68.50,72.32/72.32,0,0
DS0328,Hyderabad,2,2,2,"MS-Excel, BIG DATA ANALYTICS, Data Analytics, Deep Learning, Hadoop, Machine Learning, Natural Language Processing (NLP), Python, R Programming, Amazon Web Server (AWS), Computer Vision, Elasticsearch, HTML, MySQL, SQL",Indian Institute Of Management And Commerce,Bachelor of Science (B.Sc),Statistics,2019,,72.00/100,,,0,0
DS0329,Mumbai,1,0,1,"Data Analytics, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python",Ramrao Adik College Of Engineering Nerul,Bachelor of Engineering (B.E),Electronics Engineering,2018,,7.36/10,70.77/70.77,91.64/91.64,0,0
DS0330,Bangalore,2,0,0,"PHP, Python",SKSVMACET LAXMESHWAR HUBLI,Bachelor of Engineering (B.E),Computer Science & Engineering,2019,,6.00/7,,,0,0
DS0331,Bangalore,1,1,0,"English Proficiency (Spoken), Data Analytics, MS-Excel, Python, R Programming, SQL",Christ University,Master of Arts (M.A.),Applied Economics,2021,,8.77/10,71.40/71.40,78.00/78.00,0,0
DS0332,Bangalore,1,0,0,Python,Canara Engineering College,Bachelor of Engineering (B.E),Information Science,2017,,6.00/100,,,0,0
DS0333,Bangalore,2,0,0,"Artifical Intelligence, Machine Learning, Natural Language Processing (NLP), Python, SQL",RL Jalappa Institute Of Technology,Bachelor of Engineering (B.E),Electronics and Communication,2019,,7.99/10,81.00/81.00,89.60/89.60,0,0
DS0334,Bangalore,1,0,0,"C Programming, PostgreSQL, CSS, HTML, JavaScript, Python",BMSIT AND MGMT,Bachelor of Engineering (B.E),Electrical and Electronics Engineering,2019,,6.66/10,,,0,0
DS0335,Bangalore,2,0,2,"Statistical Modeling, Computer Vision, Data Analytics, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python",Great Lakes Institute of Management,Master Of Analytics,Machine Learning,2020,8.00/10,7.81/10,,,0,0
DS0336,Bangalore,2,0,1,"Data Analytics, MS-Excel, Machine Learning, Python, Deep Learning, OpenCV",Aliah University,Bachelor of Technology (B.Tech),Electrical Engineering,2013,,8.21/10,,,1,1
DS0337,Bangalore,1,2,0,"Data Analytics, Data Science, Machine Learning, R Programming, SQL, Statistical Modeling, MongoDB, Python","Brindavan College of Engineering, Bangalore",Bachelor of Engineering (B.E),computer science,2020,,7.00/10,7.90/7.90,8.80/8.80,1,1
DS0338,Bangalore,2,0,0,"Python, SQL",Post Graduation Program In Data Science Engineering,,Data Science,2020,,8.00/10,69.00/69.00,,0,0
DS0339,Bangalore,1,2,0,"MS-Excel, R Programming, Data Analytics, Machine Learning, MongoDB, NoSQL, Python, Tally",sambalpur university,Master of Science (M.Sc),Statistics,2019,65.00/100,56.00/100,61.00/61.00,71.33/71.33,0,0
DS0340,Bangalore,2,2,0,"MS-Excel, Python, R Programming, Data Analytics, Machine Learning, Tableau",BVB COLLEGE,Master of Computer Applications (MCA),,2007,,,,,0,0
DS0341,Bangalore,2,0,1,"C++ Programming, Data Science, Java, Machine Learning, Neural Networks, Python, SPSS, SQL, Deep Learning, EAGLE, HTML, LabVIEW, MATLAB",SRM University,Bachelor of Technology (B.Tech),Electronics and Communication,2019,,71.81/100,77.00/77.00,78.50/78.50,1,1
DS0342,Bangalore,2,0,0,"Physics, MS-Excel, Python",University Of Stuttgart,Master of Science (M.Sc),Physics,2019,,2.20/5,8.99/8.99,9.40/9.40,0,0
